stock,n_test,n_train,accuracy,method,time,ahead
AMZN,480,250,0.3729166666666667,KNN,20,20
AMZN,480,250,0.43333333333333335,NB,20,20
AMZN,480,250,0.51875,LDA,20,20
AMZN,480,250,0.5375,RF,20,20
AMZN,480,250,0.5208333333333334,SVM,20,20
AMZN,480,250,0.5145833333333333,RG,20,20
AMZN,960,250,0.4947916666666667,KNN,3,1
AMZN,960,250,0.49166666666666664,NB,3,1
AMZN,960,250,0.5083333333333333,LDA,3,1
AMZN,960,250,0.5072916666666667,RF,3,1
AMZN,960,250,0.5114583333333333,SVM,3,1
AMZN,960,250,0.4979166666666667,RG,3,1
AMZN,960,250,0.496875,KNN,5,1
AMZN,960,250,0.48020833333333335,NB,5,1
AMZN,960,250,0.5364583333333334,LDA,5,1
AMZN,960,250,0.5125,RF,5,1
AMZN,960,250,0.5083333333333333,SVM,5,1
AMZN,960,250,0.4864583333333333,RG,5,1
AMZN,960,250,0.49375,KNN,10,1
AMZN,960,250,0.5052083333333334,NB,10,1
AMZN,960,250,0.5354166666666667,LDA,10,1
AMZN,960,250,0.5375,RF,10,1
AMZN,960,250,0.5177083333333333,SVM,10,1
AMZN,960,250,0.4895833333333333,RG,10,1
AMZN,960,250,0.4864583333333333,KNN,20,1
AMZN,960,250,0.48333333333333334,NB,20,1
AMZN,960,250,0.5197916666666667,LDA,20,1
AMZN,960,250,0.4895833333333333,RF,20,1
AMZN,960,250,0.5177083333333333,SVM,20,1
AMZN,960,250,0.4864583333333333,RG,20,1
AMZN,960,250,0.540625,KNN,3,5
AMZN,960,250,0.49895833333333334,NB,3,5
AMZN,960,250,0.5166666666666667,LDA,3,5
AMZN,960,250,0.534375,RF,3,5
AMZN,960,250,0.5072916666666667,SVM,3,5
AMZN,960,250,0.5052083333333334,RG,3,5
AMZN,960,250,0.5125,KNN,5,5
AMZN,960,250,0.50625,NB,5,5
AMZN,960,250,0.5010416666666667,LDA,5,5
AMZN,960,250,0.5197916666666667,RF,5,5
AMZN,960,250,0.49166666666666664,SVM,5,5
AMZN,960,250,0.521875,RG,5,5
AMZN,960,250,0.5458333333333333,KNN,10,5
AMZN,960,250,0.5114583333333333,NB,10,5
AMZN,960,250,0.48333333333333334,LDA,10,5
AMZN,960,250,0.50625,RF,10,5
AMZN,960,250,0.4666666666666667,SVM,10,5
AMZN,960,250,0.53125,RG,10,5
AMZN,960,250,0.5197916666666667,KNN,20,5
AMZN,960,250,0.490625,NB,20,5
AMZN,960,250,0.5,LDA,20,5
AMZN,960,250,0.503125,RF,20,5
AMZN,960,250,0.49270833333333336,SVM,20,5
AMZN,960,250,0.5291666666666667,RG,20,5
AMZN,960,250,0.4864583333333333,KNN,3,10
AMZN,960,250,0.478125,NB,3,10
AMZN,960,250,0.5,LDA,3,10
AMZN,960,250,0.5083333333333333,RF,3,10
AMZN,960,250,0.46875,SVM,3,10
AMZN,960,250,0.5197916666666667,RG,3,10
AMZN,960,250,0.5072916666666667,KNN,5,10
AMZN,960,250,0.4979166666666667,NB,5,10
AMZN,960,250,0.5083333333333333,LDA,5,10
AMZN,960,250,0.49166666666666664,RF,5,10
AMZN,960,250,0.5041666666666667,SVM,5,10
AMZN,960,250,0.49583333333333335,RG,5,10
AMZN,960,250,0.471875,KNN,10,10
AMZN,960,250,0.4822916666666667,NB,10,10
AMZN,960,250,0.48854166666666665,LDA,10,10
AMZN,960,250,0.5020833333333333,RF,10,10
AMZN,960,250,0.4895833333333333,SVM,10,10
AMZN,960,250,0.4875,RG,10,10
AMZN,960,250,0.4666666666666667,KNN,20,10
AMZN,960,250,0.48333333333333334,NB,20,10
AMZN,960,250,0.46041666666666664,LDA,20,10
AMZN,960,250,0.471875,RF,20,10
AMZN,960,250,0.47291666666666665,SVM,20,10
AMZN,960,250,0.4875,RG,20,10
AMZN,960,250,0.49166666666666664,KNN,3,20
AMZN,960,250,0.5197916666666667,NB,3,20
AMZN,960,250,0.46979166666666666,LDA,3,20
AMZN,960,250,0.503125,RF,3,20
AMZN,960,250,0.4552083333333333,SVM,3,20
AMZN,960,250,0.509375,RG,3,20
AMZN,960,250,0.5447916666666667,KNN,5,20
AMZN,960,250,0.4635416666666667,NB,5,20
AMZN,960,250,0.4979166666666667,LDA,5,20
AMZN,960,250,0.5072916666666667,RF,5,20
AMZN,960,250,0.503125,SVM,5,20
AMZN,960,250,0.509375,RG,5,20
AMZN,960,250,0.4510416666666667,KNN,10,20
AMZN,960,250,0.4322916666666667,NB,10,20
AMZN,960,250,0.48333333333333334,LDA,10,20
AMZN,960,250,0.48541666666666666,RF,10,20
AMZN,960,250,0.4875,SVM,10,20
AMZN,960,250,0.5104166666666666,RG,10,20
AMZN,960,250,0.5177083333333333,KNN,20,20
AMZN,960,250,0.46875,NB,20,20
AMZN,960,250,0.50625,LDA,20,20
AMZN,960,250,0.5,RF,20,20
AMZN,960,250,0.559375,SVM,20,20
AMZN,960,250,0.503125,RG,20,20
AMZN,1920,250,0.4947916666666667,KNN,3,1
AMZN,1920,250,0.49947916666666664,NB,3,1
AMZN,1920,250,0.5005208333333333,LDA,3,1
AMZN,1920,250,0.5020833333333333,RF,3,1
AMZN,1920,250,0.5046875,SVM,3,1
AMZN,1920,250,0.5026041666666666,RG,3,1
AMZN,1920,250,0.490625,KNN,5,1
AMZN,1920,250,0.4973958333333333,NB,5,1
AMZN,1920,250,0.4973958333333333,LDA,5,1
AMZN,1920,250,0.5026041666666666,RF,5,1
AMZN,1920,250,0.48541666666666666,SVM,5,1
AMZN,1920,250,0.5026041666666666,RG,5,1
AMZN,1920,250,0.49296508598228245,KNN,10,1
AMZN,1920,250,0.48410630536737886,NB,10,1
AMZN,1920,250,0.4934861907243356,LDA,10,1
AMZN,1920,250,0.49088066701406985,RF,10,1
AMZN,1920,250,0.4924439812402293,SVM,10,1
AMZN,1920,250,0.5096404377279833,RG,10,1
AMZN,1920,250,0.5044293903074518,KNN,20,1
AMZN,1920,250,0.5127670661803022,NB,20,1
AMZN,1920,250,0.49817613340281397,LDA,20,1
AMZN,1920,250,0.5200625325690463,RF,20,1
AMZN,1920,250,0.48306409588327254,SVM,20,1
AMZN,1920,250,0.49973944762897343,RG,20,1
AMZN,1920,250,0.490625,KNN,3,5
AMZN,1920,250,0.5166666666666667,NB,3,5
AMZN,1920,250,0.5010416666666667,LDA,3,5
AMZN,1920,250,0.5083333333333333,RF,3,5
AMZN,1920,250,0.5010416666666667,SVM,3,5
AMZN,1920,250,0.5114583333333333,RG,3,5
AMZN,1920,250,0.49270833333333336,KNN,5,5
AMZN,1920,250,0.496875,NB,5,5
AMZN,1920,250,0.49114583333333334,LDA,5,5
AMZN,1920,250,0.4979166666666667,RF,5,5
AMZN,1920,250,0.5046875,SVM,5,5
AMZN,1920,250,0.5177083333333333,RG,5,5
AMZN,1920,250,0.5080771235018239,KNN,10,5
AMZN,1920,250,0.522146951537259,NB,10,5
AMZN,1920,250,0.5164147993746743,LDA,10,5
AMZN,1920,250,0.5002605523710266,RF,10,5
AMZN,1920,250,0.5075560187597707,SVM,10,5
AMZN,1920,250,0.5190203230849401,RG,10,5
AMZN,1920,250,0.5117248566961959,KNN,20,5
AMZN,1920,250,0.501823866597186,NB,20,5
AMZN,1920,250,0.5190203230849401,LDA,20,5
AMZN,1920,250,0.515372589890568,RF,20,5
AMZN,1920,250,0.5294424179260031,SVM,20,5
AMZN,1920,250,0.5080771235018239,RG,20,5
AMZN,1920,250,0.4679520583637311,KNN,3,10
AMZN,1920,250,0.4877540385617509,NB,3,10
AMZN,1920,250,0.4986972381448671,LDA,3,10
AMZN,1920,250,0.4887962480458572,RF,3,10
AMZN,1920,250,0.49765502866076083,SVM,3,10
AMZN,1920,250,0.508598228243877,RG,3,10
AMZN,1920,250,0.49973944762897343,KNN,5,10
AMZN,1920,250,0.5148514851485149,NB,5,10
AMZN,1920,250,0.4966128191766545,LDA,5,10
AMZN,1920,250,0.5070349140177176,RF,5,10
AMZN,1920,250,0.49088066701406985,SVM,5,10
AMZN,1920,250,0.49973944762897343,RG,5,10
AMZN,1920,250,0.5145833333333333,KNN,10,10
AMZN,1920,250,0.50625,NB,10,10
AMZN,1920,250,0.49583333333333335,LDA,10,10
AMZN,1920,250,0.50625,RF,10,10
AMZN,1920,250,0.5072916666666667,SVM,10,10
AMZN,1920,250,0.5057291666666667,RG,10,10
AMZN,1920,250,0.5229166666666667,KNN,20,10
AMZN,1920,250,0.515625,NB,20,10
AMZN,1920,250,0.5078125,LDA,20,10
AMZN,1920,250,0.521875,RF,20,10
AMZN,1920,250,0.5104166666666666,SVM,20,10
AMZN,1920,250,0.5057291666666667,RG,20,10
AMZN,1920,250,0.5455966649296509,KNN,3,20
AMZN,1920,250,0.5158936946326211,NB,3,20
AMZN,1920,250,0.5409067222511725,LDA,3,20
AMZN,1920,250,0.5549765502866076,RF,3,20
AMZN,1920,250,0.5362167795726941,SVM,3,20
AMZN,1920,250,0.5101615424700364,RG,3,20
AMZN,1920,250,0.5341323606044815,KNN,5,20
AMZN,1920,250,0.5002605523710266,NB,5,20
AMZN,1920,250,0.501823866597186,LDA,5,20
AMZN,1920,250,0.5059927045336112,RF,5,20
AMZN,1920,250,0.5330901511203752,SVM,5,20
AMZN,1920,250,0.48514851485148514,RG,5,20
AMZN,1920,250,0.47239583333333335,KNN,10,20
AMZN,1920,250,0.4901041666666667,NB,10,20
AMZN,1920,250,0.5046875,LDA,10,20
AMZN,1920,250,0.4828125,RF,10,20
AMZN,1920,250,0.5067708333333333,SVM,10,20
AMZN,1920,250,0.509375,RG,10,20
AMZN,1920,250,0.5338541666666666,KNN,20,20
AMZN,1920,250,0.46927083333333336,NB,20,20
AMZN,1920,250,0.4947916666666667,LDA,20,20
AMZN,1920,250,0.5364583333333334,RF,20,20
AMZN,1920,250,0.475,SVM,20,20
AMZN,1920,250,0.49583333333333335,RG,20,20
IBM,120,250,0.5166666666666667,KNN,3,1
IBM,120,250,0.5083333333333333,NB,3,1
IBM,120,250,0.48333333333333334,LDA,3,1
IBM,120,250,0.55,RF,3,1
IBM,120,250,0.5,SVM,3,1
IBM,120,250,0.5416666666666666,RG,3,1
IBM,120,250,0.45,KNN,5,1
IBM,120,250,0.5083333333333333,NB,5,1
IBM,120,250,0.575,LDA,5,1
IBM,120,250,0.5,RF,5,1
IBM,120,250,0.5333333333333333,SVM,5,1
IBM,120,250,0.5,RG,5,1
IBM,120,250,0.4666666666666667,KNN,10,1
IBM,120,250,0.4666666666666667,NB,10,1
IBM,120,250,0.5583333333333333,LDA,10,1
IBM,120,250,0.5333333333333333,RF,10,1
IBM,120,250,0.6083333333333333,SVM,10,1
IBM,120,250,0.5083333333333333,RG,10,1
IBM,120,250,0.4583333333333333,KNN,20,1
IBM,120,250,0.425,NB,20,1
IBM,120,250,0.55,LDA,20,1
IBM,120,250,0.525,RF,20,1
IBM,120,250,0.5333333333333333,SVM,20,1
IBM,120,250,0.48333333333333334,RG,20,1
IBM,120,250,0.5416666666666666,KNN,3,5
IBM,120,250,0.525,NB,3,5
IBM,120,250,0.5333333333333333,LDA,3,5
IBM,120,250,0.49166666666666664,RF,3,5
IBM,120,250,0.525,SVM,3,5
IBM,120,250,0.525,RG,3,5
IBM,120,250,0.45,KNN,5,5
IBM,120,250,0.49166666666666664,NB,5,5
IBM,120,250,0.5333333333333333,LDA,5,5
IBM,120,250,0.5083333333333333,RF,5,5
IBM,120,250,0.49166666666666664,SVM,5,5
IBM,120,250,0.475,RG,5,5
IBM,120,250,0.4083333333333333,KNN,10,5
IBM,120,250,0.5083333333333333,NB,10,5
IBM,120,250,0.4666666666666667,LDA,10,5
IBM,120,250,0.45,RF,10,5
IBM,120,250,0.48333333333333334,SVM,10,5
IBM,120,250,0.43333333333333335,RG,10,5
IBM,120,250,0.375,KNN,20,5
IBM,120,250,0.3416666666666667,NB,20,5
IBM,120,250,0.475,LDA,20,5
IBM,120,250,0.35,RF,20,5
IBM,120,250,0.5083333333333333,SVM,20,5
IBM,120,250,0.5,RG,20,5
IBM,120,250,0.525,KNN,3,10
IBM,120,250,0.49166666666666664,NB,3,10
IBM,120,250,0.5083333333333333,LDA,3,10
IBM,120,250,0.5583333333333333,RF,3,10
IBM,120,250,0.5083333333333333,SVM,3,10
IBM,120,250,0.4083333333333333,RG,3,10
IBM,120,250,0.525,KNN,5,10
IBM,120,250,0.5,NB,5,10
IBM,120,250,0.48333333333333334,LDA,5,10
IBM,120,250,0.5083333333333333,RF,5,10
IBM,120,250,0.49166666666666664,SVM,5,10
IBM,120,250,0.4583333333333333,RG,5,10
IBM,120,250,0.475,KNN,10,10
IBM,120,250,0.45,NB,10,10
IBM,120,250,0.48333333333333334,LDA,10,10
IBM,120,250,0.49166666666666664,RF,10,10
IBM,120,250,0.475,SVM,10,10
IBM,120,250,0.45,RG,10,10
IBM,120,250,0.55,KNN,20,10
IBM,120,250,0.4166666666666667,NB,20,10
IBM,120,250,0.5,LDA,20,10
IBM,120,250,0.5416666666666666,RF,20,10
IBM,120,250,0.5833333333333334,SVM,20,10
IBM,120,250,0.5333333333333333,RG,20,10
IBM,120,250,0.5583333333333333,KNN,3,20
IBM,120,250,0.55,NB,3,20
IBM,120,250,0.525,LDA,3,20
IBM,120,250,0.475,RF,3,20
IBM,120,250,0.49166666666666664,SVM,3,20
IBM,120,250,0.475,RG,3,20
IBM,120,250,0.425,KNN,5,20
IBM,120,250,0.44166666666666665,NB,5,20
IBM,120,250,0.44166666666666665,LDA,5,20
IBM,120,250,0.4666666666666667,RF,5,20
IBM,120,250,0.38333333333333336,SVM,5,20
IBM,120,250,0.475,RG,5,20
IBM,120,250,0.44166666666666665,KNN,10,20
IBM,120,250,0.45,NB,10,20
IBM,120,250,0.44166666666666665,LDA,10,20
IBM,120,250,0.44166666666666665,RF,10,20
IBM,120,250,0.43333333333333335,SVM,10,20
IBM,120,250,0.55,RG,10,20
IBM,120,250,0.5916666666666667,KNN,20,20
IBM,120,250,0.5666666666666667,NB,20,20
IBM,120,250,0.4583333333333333,LDA,20,20
IBM,120,250,0.5583333333333333,RF,20,20
IBM,120,250,0.44166666666666665,SVM,20,20
IBM,120,250,0.5166666666666667,RG,20,20
IBM,240,250,0.475,KNN,3,1
IBM,240,250,0.4625,NB,3,1
IBM,240,250,0.4625,LDA,3,1
IBM,240,250,0.4375,RF,3,1
IBM,240,250,0.4875,SVM,3,1
IBM,240,250,0.5041666666666667,RG,3,1
IBM,240,250,0.5125,KNN,5,1
IBM,240,250,0.5416666666666666,NB,5,1
IBM,240,250,0.5125,LDA,5,1
IBM,240,250,0.4875,RF,5,1
IBM,240,250,0.5041666666666667,SVM,5,1
IBM,240,250,0.5333333333333333,RG,5,1
IBM,240,250,0.525,KNN,10,1
IBM,240,250,0.4583333333333333,NB,10,1
IBM,240,250,0.525,LDA,10,1
IBM,240,250,0.475,RF,10,1
IBM,240,250,0.5458333333333333,SVM,10,1
IBM,240,250,0.4708333333333333,RG,10,1
IBM,240,250,0.49166666666666664,KNN,20,1
IBM,240,250,0.5291666666666667,NB,20,1
IBM,240,250,0.5041666666666667,LDA,20,1
IBM,240,250,0.4875,RF,20,1
IBM,240,250,0.5083333333333333,SVM,20,1
IBM,240,250,0.49583333333333335,RG,20,1
IBM,240,250,0.475,KNN,3,5
IBM,240,250,0.43333333333333335,NB,3,5
IBM,240,250,0.475,LDA,3,5
IBM,240,250,0.44583333333333336,RF,3,5
IBM,240,250,0.5,SVM,3,5
IBM,240,250,0.5083333333333333,RG,3,5
IBM,240,250,0.48333333333333334,KNN,5,5
IBM,240,250,0.5041666666666667,NB,5,5
IBM,240,250,0.4708333333333333,LDA,5,5
IBM,240,250,0.4666666666666667,RF,5,5
IBM,240,250,0.5083333333333333,SVM,5,5
IBM,240,250,0.5208333333333334,RG,5,5
IBM,240,250,0.4875,KNN,10,5
IBM,240,250,0.4708333333333333,NB,10,5
IBM,240,250,0.5,LDA,10,5
IBM,240,250,0.5291666666666667,RF,10,5
IBM,240,250,0.5041666666666667,SVM,10,5
IBM,240,250,0.5583333333333333,RG,10,5
IBM,240,250,0.4,KNN,20,5
IBM,240,250,0.45416666666666666,NB,20,5
IBM,240,250,0.4583333333333333,LDA,20,5
IBM,240,250,0.45,RF,20,5
IBM,240,250,0.4625,SVM,20,5
IBM,240,250,0.49166666666666664,RG,20,5
IBM,240,250,0.4375,KNN,3,10
IBM,240,250,0.45416666666666666,NB,3,10
IBM,240,250,0.4708333333333333,LDA,3,10
IBM,240,250,0.5,RF,3,10
IBM,240,250,0.4875,SVM,3,10
IBM,240,250,0.4583333333333333,RG,3,10
IBM,240,250,0.5833333333333334,KNN,5,10
IBM,240,250,0.49583333333333335,NB,5,10
IBM,240,250,0.5,LDA,5,10
IBM,240,250,0.5458333333333333,RF,5,10
IBM,240,250,0.48333333333333334,SVM,5,10
IBM,240,250,0.49166666666666664,RG,5,10
IBM,240,250,0.4375,KNN,10,10
IBM,240,250,0.45,NB,10,10
IBM,240,250,0.5083333333333333,LDA,10,10
IBM,240,250,0.4875,RF,10,10
IBM,240,250,0.4791666666666667,SVM,10,10
IBM,240,250,0.49166666666666664,RG,10,10
IBM,240,250,0.4625,KNN,20,10
IBM,240,250,0.37916666666666665,NB,20,10
IBM,240,250,0.42083333333333334,LDA,20,10
IBM,240,250,0.45,RF,20,10
IBM,240,250,0.4166666666666667,SVM,20,10
IBM,240,250,0.4791666666666667,RG,20,10
IBM,240,250,0.5083333333333333,KNN,3,20
IBM,240,250,0.49166666666666664,NB,3,20
IBM,240,250,0.5041666666666667,LDA,3,20
IBM,240,250,0.4791666666666667,RF,3,20
IBM,240,250,0.5083333333333333,SVM,3,20
IBM,240,250,0.475,RG,3,20
IBM,240,250,0.4041666666666667,KNN,5,20
IBM,240,250,0.45,NB,5,20
IBM,240,250,0.5,LDA,5,20
IBM,240,250,0.5125,RF,5,20
IBM,240,250,0.49166666666666664,SVM,5,20
IBM,240,250,0.5416666666666666,RG,5,20
IBM,240,250,0.49583333333333335,KNN,10,20
IBM,240,250,0.475,NB,10,20
IBM,240,250,0.5083333333333333,LDA,10,20
IBM,240,250,0.4708333333333333,RF,10,20
IBM,240,250,0.525,SVM,10,20
IBM,240,250,0.4791666666666667,RG,10,20
IBM,240,250,0.45416666666666666,KNN,20,20
IBM,240,250,0.48333333333333334,NB,20,20
IBM,240,250,0.475,LDA,20,20
IBM,240,250,0.5125,RF,20,20
IBM,240,250,0.4666666666666667,SVM,20,20
IBM,240,250,0.5083333333333333,RG,20,20
IBM,480,250,0.5145833333333333,KNN,3,1
IBM,480,250,0.5020833333333333,NB,3,1
IBM,480,250,0.5083333333333333,LDA,3,1
IBM,480,250,0.47291666666666665,RF,3,1
IBM,480,250,0.49375,SVM,3,1
IBM,480,250,0.5083333333333333,RG,3,1
IBM,480,250,0.4791666666666667,KNN,5,1
IBM,480,250,0.5145833333333333,NB,5,1
IBM,480,250,0.5,LDA,5,1
IBM,480,250,0.5020833333333333,RF,5,1
IBM,480,250,0.5,SVM,5,1
IBM,480,250,0.47708333333333336,RG,5,1
IBM,480,250,0.4625,KNN,10,1
IBM,480,250,0.46041666666666664,NB,10,1
IBM,480,250,0.5020833333333333,LDA,10,1
IBM,480,250,0.4895833333333333,RF,10,1
IBM,480,250,0.5125,SVM,10,1
IBM,480,250,0.5208333333333334,RG,10,1
IBM,480,250,0.525,KNN,20,1
IBM,480,250,0.5375,NB,20,1
IBM,480,250,0.53125,LDA,20,1
IBM,480,250,0.4708333333333333,RF,20,1
IBM,480,250,0.53125,SVM,20,1
IBM,480,250,0.49583333333333335,RG,20,1
IBM,480,250,0.4895833333333333,KNN,3,5
IBM,480,250,0.5083333333333333,NB,3,5
IBM,480,250,0.4625,LDA,3,5
IBM,480,250,0.4708333333333333,RF,3,5
IBM,480,250,0.47708333333333336,SVM,3,5
IBM,480,250,0.5291666666666667,RG,3,5
IBM,480,250,0.5354166666666667,KNN,5,5
IBM,480,250,0.5083333333333333,NB,5,5
IBM,480,250,0.49375,LDA,5,5
IBM,480,250,0.5041666666666667,RF,5,5
IBM,480,250,0.49375,SVM,5,5
IBM,480,250,0.46875,RG,5,5
IBM,480,250,0.49583333333333335,KNN,10,5
IBM,480,250,0.4979166666666667,NB,10,5
IBM,480,250,0.50625,LDA,10,5
IBM,480,250,0.48541666666666666,RF,10,5
IBM,480,250,0.5041666666666667,SVM,10,5
IBM,480,250,0.5041666666666667,RG,10,5
IBM,480,250,0.5229166666666667,KNN,20,5
IBM,480,250,0.4895833333333333,NB,20,5
IBM,480,250,0.47708333333333336,LDA,20,5
IBM,480,250,0.5,RF,20,5
IBM,480,250,0.5020833333333333,SVM,20,5
IBM,480,250,0.5104166666666666,RG,20,5
IBM,480,250,0.4895833333333333,KNN,3,10
IBM,480,250,0.4708333333333333,NB,3,10
IBM,480,250,0.49583333333333335,LDA,3,10
IBM,480,250,0.50625,RF,3,10
IBM,480,250,0.48541666666666666,SVM,3,10
IBM,480,250,0.5,RG,3,10
IBM,480,250,0.48125,KNN,5,10
IBM,480,250,0.48541666666666666,NB,5,10
IBM,480,250,0.4979166666666667,LDA,5,10
IBM,480,250,0.44583333333333336,RF,5,10
IBM,480,250,0.48541666666666666,SVM,5,10
IBM,480,250,0.47708333333333336,RG,5,10
IBM,480,250,0.4875,KNN,10,10
IBM,480,250,0.48333333333333334,NB,10,10
IBM,480,250,0.4875,LDA,10,10
IBM,480,250,0.47708333333333336,RF,10,10
IBM,480,250,0.5125,SVM,10,10
IBM,480,250,0.5041666666666667,RG,10,10
IBM,480,250,0.43125,KNN,20,10
IBM,480,250,0.48541666666666666,NB,20,10
IBM,480,250,0.44583333333333336,LDA,20,10
IBM,480,250,0.4895833333333333,RF,20,10
IBM,480,250,0.4708333333333333,SVM,20,10
IBM,480,250,0.49375,RG,20,10
IBM,480,250,0.5041666666666667,KNN,3,20
IBM,480,250,0.5354166666666667,NB,3,20
IBM,480,250,0.5354166666666667,LDA,3,20
IBM,480,250,0.5,RF,3,20
IBM,480,250,0.5395833333333333,SVM,3,20
IBM,480,250,0.5125,RG,3,20
IBM,480,250,0.46875,KNN,5,20
IBM,480,250,0.45208333333333334,NB,5,20
IBM,480,250,0.4979166666666667,LDA,5,20
IBM,480,250,0.48541666666666666,RF,5,20
IBM,480,250,0.48541666666666666,SVM,5,20
IBM,480,250,0.53125,RG,5,20
IBM,480,250,0.48125,KNN,10,20
IBM,480,250,0.44166666666666665,NB,10,20
IBM,480,250,0.5020833333333333,LDA,10,20
IBM,480,250,0.4708333333333333,RF,10,20
IBM,480,250,0.5041666666666667,SVM,10,20
IBM,480,250,0.49375,RG,10,20
IBM,480,250,0.4895833333333333,KNN,20,20
IBM,480,250,0.46875,NB,20,20
IBM,480,250,0.4666666666666667,LDA,20,20
IBM,480,250,0.4625,RF,20,20
IBM,480,250,0.49375,SVM,20,20
IBM,480,250,0.475,RG,20,20
IBM,960,250,0.48541666666666666,KNN,3,1
IBM,960,250,0.48125,NB,3,1
IBM,960,250,0.521875,LDA,3,1
IBM,960,250,0.5208333333333334,RF,3,1
IBM,960,250,0.50625,SVM,3,1
IBM,960,250,0.47708333333333336,RG,3,1
IBM,960,250,0.5010416666666667,KNN,5,1
IBM,960,250,0.5083333333333333,NB,5,1
IBM,960,250,0.5166666666666667,LDA,5,1
IBM,960,250,0.49270833333333336,RF,5,1
IBM,960,250,0.5208333333333334,SVM,5,1
IBM,960,250,0.509375,RG,5,1
IBM,960,250,0.4822916666666667,KNN,10,1
IBM,960,250,0.48125,NB,10,1
IBM,960,250,0.5114583333333333,LDA,10,1
IBM,960,250,0.490625,RF,10,1
IBM,960,250,0.49895833333333334,SVM,10,1
IBM,960,250,0.5010416666666667,RG,10,1
IBM,960,250,0.48541666666666666,KNN,20,1
IBM,960,250,0.4791666666666667,NB,20,1
IBM,960,250,0.49166666666666664,LDA,20,1
IBM,960,250,0.48333333333333334,RF,20,1
IBM,960,250,0.48333333333333334,SVM,20,1
IBM,960,250,0.5104166666666666,RG,20,1
IBM,960,250,0.4739583333333333,KNN,3,5
IBM,960,250,0.490625,NB,3,5
IBM,960,250,0.484375,LDA,3,5
IBM,960,250,0.4708333333333333,RF,3,5
IBM,960,250,0.4635416666666667,SVM,3,5
IBM,960,250,0.5125,RG,3,5
IBM,960,250,0.5104166666666666,KNN,5,5
IBM,960,250,0.5072916666666667,NB,5,5
IBM,960,250,0.5125,LDA,5,5
IBM,960,250,0.5135416666666667,RF,5,5
IBM,960,250,0.5052083333333334,SVM,5,5
IBM,960,250,0.49166666666666664,RG,5,5
IBM,960,250,0.5052083333333334,KNN,10,5
IBM,960,250,0.5145833333333333,NB,10,5
IBM,960,250,0.5104166666666666,LDA,10,5
IBM,960,250,0.48333333333333334,RF,10,5
IBM,960,250,0.5104166666666666,SVM,10,5
IBM,960,250,0.5041666666666667,RG,10,5
IBM,960,250,0.484375,KNN,20,5
IBM,960,250,0.465625,NB,20,5
IBM,960,250,0.48541666666666666,LDA,20,5
IBM,960,250,0.49375,RF,20,5
IBM,960,250,0.490625,SVM,20,5
IBM,960,250,0.5489583333333333,RG,20,5
IBM,960,250,0.4947916666666667,KNN,3,10
IBM,960,250,0.5020833333333333,NB,3,10
IBM,960,250,0.5083333333333333,LDA,3,10
IBM,960,250,0.48541666666666666,RF,3,10
IBM,960,250,0.5052083333333334,SVM,3,10
IBM,960,250,0.49375,RG,3,10
IBM,960,250,0.5208333333333334,KNN,5,10
IBM,960,250,0.5072916666666667,NB,5,10
IBM,960,250,0.50625,LDA,5,10
IBM,960,250,0.5083333333333333,RF,5,10
IBM,960,250,0.5125,SVM,5,10
IBM,960,250,0.5260416666666666,RG,5,10
IBM,960,250,0.4864583333333333,KNN,10,10
IBM,960,250,0.503125,NB,10,10
IBM,960,250,0.5166666666666667,LDA,10,10
IBM,960,250,0.5135416666666667,RF,10,10
IBM,960,250,0.5041666666666667,SVM,10,10
IBM,960,250,0.47604166666666664,RG,10,10
IBM,960,250,0.4864583333333333,KNN,20,10
IBM,960,250,0.465625,NB,20,10
IBM,960,250,0.5041666666666667,LDA,20,10
IBM,960,250,0.48333333333333334,RF,20,10
IBM,960,250,0.5083333333333333,SVM,20,10
IBM,960,250,0.4895833333333333,RG,20,10
IBM,960,250,0.521875,KNN,3,20
IBM,960,250,0.5239583333333333,NB,3,20
IBM,960,250,0.5020833333333333,LDA,3,20
IBM,960,250,0.4895833333333333,RF,3,20
IBM,960,250,0.509375,SVM,3,20
IBM,960,250,0.4875,RG,3,20
IBM,960,250,0.45729166666666665,KNN,5,20
IBM,960,250,0.46875,NB,5,20
IBM,960,250,0.4635416666666667,LDA,5,20
IBM,960,250,0.5010416666666667,RF,5,20
IBM,960,250,0.46979166666666666,SVM,5,20
IBM,960,250,0.5010416666666667,RG,5,20
IBM,960,250,0.5083333333333333,KNN,10,20
IBM,960,250,0.49895833333333334,NB,10,20
IBM,960,250,0.5041666666666667,LDA,10,20
IBM,960,250,0.48020833333333335,RF,10,20
IBM,960,250,0.5166666666666667,SVM,10,20
IBM,960,250,0.4875,RG,10,20
IBM,960,250,0.5020833333333333,KNN,20,20
IBM,960,250,0.4947916666666667,NB,20,20
IBM,960,250,0.50625,LDA,20,20
IBM,960,250,0.5135416666666667,RF,20,20
IBM,960,250,0.50625,SVM,20,20
IBM,960,250,0.4947916666666667,RG,20,20
IBM,1920,250,0.5036458333333333,KNN,3,1
IBM,1920,250,0.5130208333333334,NB,3,1
IBM,1920,250,0.5098958333333333,LDA,3,1
IBM,1920,250,0.5052083333333334,RF,3,1
IBM,1920,250,0.5208333333333334,SVM,3,1
IBM,1920,250,0.49166666666666664,RG,3,1
IBM,1920,250,0.521875,KNN,5,1
IBM,1920,250,0.5270833333333333,NB,5,1
